acc,auc,duration,fold,framework,id,info,logloss,mode,models,models_ensemble,params,predict_duration,result,seed,tag,task,utc,version
0.9181600000000001,0.943205,13157.5,8,autogluon,openml.org/t/14965,,,local,22.0,22.0,,117.314,0.943205,696297141,stable,bank-marketing,2020-02-02T13:44:40,0.0.5
0.914399,0.9464670000000001,13048.8,9,autogluon,openml.org/t/14965,,,local,22.0,22.0,,122.059,0.9464670000000001,696297142,stable,bank-marketing,2020-02-02T17:27:42,0.0.5
0.76,0.768519,858.6,0,autogluon,openml.org/t/10101,,,local,11.0,11.0,,0.11297,0.768519,2598989661,stable,blood-transfusion,2020-02-01T05:07:16,0.0.5
0.786667,0.862086,865.4,1,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.8207,0.862086,2598989662,stable,blood-transfusion,2020-02-01T05:24:11,0.0.5
0.733333,0.682261,870.0,2,autogluon,openml.org/t/10101,,,local,11.0,11.0,,14.0758,0.682261,2598989663,stable,blood-transfusion,2020-02-01T05:40:45,0.0.5
0.8,0.701267,853.8,3,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.4412,0.701267,2598989664,stable,blood-transfusion,2020-02-01T05:57:27,0.0.5
0.813333,0.809942,900.7,4,autogluon,openml.org/t/10101,,,local,11.0,11.0,,14.3977,0.809942,2598989665,stable,blood-transfusion,2020-02-01T06:14:32,0.0.5
0.786667,0.701267,849.6,5,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.5931,0.701267,2598989666,stable,blood-transfusion,2020-02-01T06:31:10,0.0.5
0.786667,0.738304,859.9,6,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.7853,0.738304,2598989667,stable,blood-transfusion,2020-02-01T06:47:59,0.0.5
0.786667,0.730507,869.9,7,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.801,0.730507,2598989668,stable,blood-transfusion,2020-02-01T07:04:58,0.0.5
0.824324,0.74871,890.9,8,autogluon,openml.org/t/10101,,,local,11.0,11.0,,12.793,0.74871,2598989669,stable,blood-transfusion,2020-02-01T07:21:50,0.0.5
0.756757,0.71259,864.1,9,autogluon,openml.org/t/10101,,,local,11.0,11.0,,39.0942,0.71259,2598989670,stable,blood-transfusion,2020-02-01T07:39:08,0.0.5
1.0,,12399.4,0,autogluon,openml.org/t/146821,,3.21195e-15,local,20.0,20.0,,67.0989,3.21195e-15,767211447,stable,car,2020-02-01T08:21:57,0.0.5
1.0,,12624.7,1,autogluon,openml.org/t/146821,,3.21195e-15,local,20.0,20.0,,68.9814,3.21195e-15,767211448,stable,car,2020-02-01T11:56:22,0.0.5
1.0,,13498.6,2,autogluon,openml.org/t/146821,,3.21195e-15,local,20.0,20.0,,66.3265,3.21195e-15,767211449,stable,car,2020-02-01T15:45:23,0.0.5
1.0,,13295.3,3,autogluon,openml.org/t/146821,,3.21195e-15,local,20.0,20.0,,69.4535,3.21195e-15,767211450,stable,car,2020-02-01T19:31:08,0.0.5
1.0,,13873.8,4,autogluon,openml.org/t/146821,,3.21066e-15,local,20.0,20.0,,68.4804,3.21066e-15,767211451,stable,car,2020-02-01T23:26:31,0.0.5
1.0,,13701.3,5,autogluon,openml.org/t/146821,,0.00100776,local,20.0,20.0,,80.8024,0.00100776,767211452,stable,car,2020-02-02T03:19:32,0.0.5
0.9942200000000001,,12794.5,6,autogluon,openml.org/t/146821,,0.00788303,local,20.0,20.0,,64.8807,0.00788303,767211453,stable,car,2020-02-02T06:56:39,0.0.5
0.9942200000000001,,12555.7,7,autogluon,openml.org/t/146821,,0.012243899999999999,local,20.0,20.0,,65.9309,0.012243899999999999,767211454,stable,car,2020-02-02T10:29:48,0.0.5
1.0,,13319.9,8,autogluon,openml.org/t/146821,,3.21061e-15,local,20.0,20.0,,66.751,3.21061e-15,767211455,stable,car,2020-02-02T14:15:43,0.0.5
1.0,,12717.3,9,autogluon,openml.org/t/146821,,3.2119e-15,local,20.0,20.0,,66.8968,3.2119e-15,767211456,stable,car,2020-02-02T17:51:34,0.0.5
0.7601479999999999,0.848872,12575.7,0,autogluon,openml.org/t/168908,,,local,22.0,22.0,,324.15,0.848872,3692741491,stable,christine,2020-02-01T08:38:54,0.0.5
0.761993,0.838564,12573.1,1,autogluon,openml.org/t/168908,,,local,22.0,22.0,,374.405,0.838564,3692741492,stable,christine,2020-02-01T12:27:13,0.0.5
0.750923,0.826092,12596.6,2,autogluon,openml.org/t/168908,,,local,22.0,22.0,,258.877,0.826092,3692741493,stable,christine,2020-02-01T16:13:05,0.0.5
0.749077,0.825152,12598.7,3,autogluon,openml.org/t/168908,,,local,22.0,22.0,,263.981,0.825152,3692741494,stable,christine,2020-02-01T19:59:02,0.0.5
0.723247,0.811032,12622.1,4,autogluon,openml.org/t/168908,,,local,22.0,22.0,,223.956,0.811032,3692741495,stable,christine,2020-02-01T23:44:17,0.0.5
0.763838,0.82631,12632.0,5,autogluon,openml.org/t/168908,,,local,22.0,22.0,,265.732,0.82631,3692741496,stable,christine,2020-02-02T03:30:59,0.0.5
0.784133,0.8413149999999999,12608.9,6,autogluon,openml.org/t/168908,,,local,22.0,22.0,,217.62599999999998,0.8413149999999999,3692741497,stable,christine,2020-02-02T07:15:58,0.0.5
0.736162,0.8249340000000001,12650.5,7,autogluon,openml.org/t/168908,,,local,22.0,22.0,,417.07199999999995,0.8249340000000001,3692741498,stable,christine,2020-02-02T11:06:53,0.0.5
0.756007,0.826691,12718.7,8,autogluon,openml.org/t/168908,,,local,22.0,22.0,,381.20099999999996,0.826691,3692741499,stable,christine,2020-02-02T14:58:24,0.0.5
0.7079479999999999,0.79657,12646.1,9,autogluon,openml.org/t/168908,,,local,22.0,22.0,,311.096,0.79657,3692741500,stable,christine,2020-02-02T18:46:17,0.0.5
0.9629629999999999,,13766.7,0,autogluon,openml.org/t/9981,,0.135354,local,22.0,22.0,,445.195,0.135354,3210248218,stable,cnae-9,2020-02-01T09:02:29,0.0.5
0.8888889999999999,,13636.3,1,autogluon,openml.org/t/9981,,0.349447,local,22.0,22.0,,436.38199999999995,0.349447,3210248219,stable,cnae-9,2020-02-01T13:11:03,0.0.5
0.9629629999999999,,13407.9,2,autogluon,openml.org/t/9981,,0.148095,local,22.0,22.0,,449.629,0.148095,3210248220,stable,cnae-9,2020-02-01T17:16:15,0.0.5
0.935185,,14051.0,3,autogluon,openml.org/t/9981,,0.212529,local,22.0,22.0,,432.371,0.212529,3210248221,stable,cnae-9,2020-02-01T21:32:00,0.0.5
0.9722219999999999,,14006.0,4,autogluon,openml.org/t/9981,,0.153423,local,22.0,22.0,,428.43699999999995,0.153423,3210248222,stable,cnae-9,2020-02-02T01:46:42,0.0.5
0.9537040000000001,,13447.5,5,autogluon,openml.org/t/9981,,0.11168199999999999,local,22.0,22.0,,352.435,0.11168199999999999,3210248223,stable,cnae-9,2020-02-02T05:49:59,0.0.5
0.935185,,13556.6,6,autogluon,openml.org/t/9981,,0.155274,local,22.0,22.0,,334.454,0.155274,3210248224,stable,cnae-9,2020-02-02T09:54:01,0.0.5
0.935185,,13720.5,7,autogluon,openml.org/t/9981,,0.135769,local,22.0,22.0,,361.756,0.135769,3210248225,stable,cnae-9,2020-02-02T14:02:00,0.0.5
0.9537040000000001,,14018.2,8,autogluon,openml.org/t/9981,,0.170567,local,22.0,22.0,,450.56,0.170567,3210248226,stable,cnae-9,2020-02-02T18:17:26,0.0.5
0.9629629999999999,,13884.3,9,autogluon,openml.org/t/9981,,0.14540999999999998,local,22.0,22.0,,462.583,0.14540999999999998,3210248227,stable,cnae-9,2020-02-02T22:31:16,0.0.5
0.8716700000000001,,12388.1,0,autogluon,openml.org/t/146195,,0.326676,local,22.0,22.0,,478.849,0.326676,3832655187,stable,connect-4,2020-02-01T08:50:08,0.0.5
0.868561,,12932.8,1,autogluon,openml.org/t/146195,,0.322362,local,22.0,22.0,,483.032,0.322362,3832655188,stable,connect-4,2020-02-01T12:57:14,0.0.5
0.8787739999999999,,12710.8,2,autogluon,openml.org/t/146195,,0.309114,local,22.0,22.0,,583.9259999999999,0.309114,3832655189,stable,connect-4,2020-02-01T17:05:18,0.0.5
0.870041,,12374.7,3,autogluon,openml.org/t/146195,,0.327803,local,22.0,22.0,,490.975,0.327803,3832655190,stable,connect-4,2020-02-01T21:04:47,0.0.5
0.869597,,12852.4,4,autogluon,openml.org/t/146195,,0.320753,local,22.0,22.0,,531.031,0.320753,3832655191,stable,connect-4,2020-02-02T01:12:26,0.0.5
0.865009,,12908.6,5,autogluon,openml.org/t/146195,,0.32999,local,22.0,22.0,,462.37300000000005,0.32999,3832655192,stable,connect-4,2020-02-02T05:18:09,0.0.5
0.868265,,12553.0,6,autogluon,openml.org/t/146195,,0.323409,local,22.0,22.0,,461.76300000000003,0.323409,3832655193,stable,connect-4,2020-02-02T09:17:34,0.0.5
0.8698739999999999,,12448.4,7,autogluon,openml.org/t/146195,,0.31910700000000003,local,22.0,22.0,,555.507,0.31910700000000003,3832655194,stable,connect-4,2020-02-02T13:19:02,0.0.5
0.8716510000000001,,12545.2,8,autogluon,openml.org/t/146195,,0.326177,local,22.0,22.0,,527.687,0.326177,3832655195,stable,connect-4,2020-02-02T17:21:39,0.0.5
0.869134,,12613.7,9,autogluon,openml.org/t/146195,,0.325768,local,22.0,22.0,,499.026,0.325768,3832655196,stable,connect-4,2020-02-02T21:22:35,0.0.5
0.977109,,14618.6,0,autogluon,openml.org/t/7593,,0.056671900000000004,local,17.0,17.0,,750.9060000000001,0.056671900000000004,3546895930,stable,Covertype,2020-02-01T09:40:12,0.0.5
0.9770399999999999,,14581.0,1,autogluon,openml.org/t/7593,,0.05622080000000001,local,18.0,18.0,,730.0010000000001,0.05622080000000001,3546895931,stable,Covertype,2020-02-01T14:23:08,0.0.5
0.9763860000000001,,14598.2,2,autogluon,openml.org/t/7593,,0.056148699999999996,local,17.0,17.0,,792.847,0.056148699999999996,3546895932,stable,Covertype,2020-02-01T19:11:42,0.0.5
0.978142,,14580.0,3,autogluon,openml.org/t/7593,,0.0540869,local,18.0,18.0,,728.427,0.0540869,3546895933,stable,Covertype,2020-02-01T23:55:11,0.0.5
0.9769709999999999,,14578.1,4,autogluon,openml.org/t/7593,,0.0550193,local,18.0,18.0,,727.018,0.0550193,3546895934,stable,Covertype,2020-02-02T04:39:10,0.0.5
0.977126,,14574.6,5,autogluon,openml.org/t/7593,,0.054303199999999996,local,18.0,18.0,,743.6030000000001,0.054303199999999996,3546895935,stable,Covertype,2020-02-02T09:23:19,0.0.5
0.977677,,14597.3,6,autogluon,openml.org/t/7593,,0.0557675,local,17.0,17.0,,757.818,0.0557675,3546895936,stable,Covertype,2020-02-02T14:07:48,0.0.5
0.9772290000000001,,14600.3,7,autogluon,openml.org/t/7593,,0.055391300000000004,local,17.0,17.0,,757.446,0.055391300000000004,3546895937,stable,Covertype,2020-02-02T18:54:04,0.0.5
0.9777969999999999,,14382.3,8,autogluon,openml.org/t/7593,,0.054595199999999997,local,17.0,17.0,,787.328,0.054595199999999997,3546895938,stable,Covertype,2020-02-02T23:37:03,0.0.5
0.977625,,14609.2,9,autogluon,openml.org/t/7593,,0.05432959999999999,local,17.0,17.0,,763.668,0.05432959999999999,3546895939,stable,Covertype,2020-02-03T04:24:23,0.0.5
0.84,0.13714300000000001,5231.3,0,autogluon,openml.org/t/31,,,local,22.0,22.0,,177.168,0.13714300000000001,3284713223,stable,credit-g,2020-02-01T06:29:36,0.0.5
0.74,0.27381,5318.9,1,autogluon,openml.org/t/31,,,local,22.0,22.0,,155.97899999999998,0.27381,3284713224,stable,credit-g,2020-02-01T08:08:32,0.0.5
0.73,0.267619,5295.2,2,autogluon,openml.org/t/31,,,local,22.0,22.0,,158.593,0.267619,3284713225,stable,credit-g,2020-02-01T09:47:10,0.0.5
0.8,0.207143,5270.1,3,autogluon,openml.org/t/31,,,local,22.0,22.0,,174.421,0.207143,3284713226,stable,credit-g,2020-02-01T11:25:54,0.0.5
0.72,0.204762,5307.4,4,autogluon,openml.org/t/31,,,local,22.0,22.0,,171.25599999999997,0.204762,3284713227,stable,credit-g,2020-02-01T13:05:10,0.0.5
0.74,0.175714,5258.5,5,autogluon,openml.org/t/31,,,local,22.0,22.0,,30.7746,0.175714,3284713228,stable,credit-g,2020-02-01T14:38:55,0.0.5
0.77,0.190476,5292.8,6,autogluon,openml.org/t/31,,,local,22.0,22.0,,156.071,0.190476,3284713229,stable,credit-g,2020-02-01T16:17:27,0.0.5
0.8,0.15619,5280.3,7,autogluon,openml.org/t/31,,,local,22.0,22.0,,46.3272,0.15619,3284713230,stable,credit-g,2020-02-01T17:52:05,0.0.5
0.76,0.23619,5337.9,8,autogluon,openml.org/t/31,,,local,22.0,22.0,,156.56,0.23619,3284713231,stable,credit-g,2020-02-01T19:31:22,0.0.5
0.75,0.23666700000000002,5288.5,9,autogluon,openml.org/t/31,,,local,22.0,22.0,,30.9511,0.23666700000000002,3284713232,stable,credit-g,2020-02-01T21:05:38,0.0.5
0.9940000000000001,,14380.3,0,autogluon,openml.org/t/168909,,0.021424799999999997,local,20.0,20.0,,176.18200000000002,0.021424799999999997,3918182291,stable,dilbert,2020-02-01T09:04:31,0.0.5
0.996,,14396.4,1,autogluon,openml.org/t/168909,,0.0154529,local,20.0,20.0,,242.485,0.0154529,3918182292,stable,dilbert,2020-02-01T13:19:07,0.0.5
0.991,,14399.3,2,autogluon,openml.org/t/168909,,0.0246131,local,20.0,20.0,,177.671,0.0246131,3918182293,stable,dilbert,2020-02-01T17:31:50,0.0.5
0.992,,14400.9,3,autogluon,openml.org/t/168909,,0.0161373,local,21.0,21.0,,171.747,0.0161373,3918182294,stable,dilbert,2020-02-01T21:44:20,0.0.5
0.9940000000000001,,14399.4,4,autogluon,openml.org/t/168909,,0.020755900000000004,local,21.0,21.0,,173.495,0.020755900000000004,3918182295,stable,dilbert,2020-02-02T01:56:55,0.0.5
0.995,,14401.9,5,autogluon,openml.org/t/168909,,0.014703299999999999,local,21.0,21.0,,175.205,0.014703299999999999,3918182296,stable,dilbert,2020-02-02T06:09:31,0.0.5
0.995,,14403.3,6,autogluon,openml.org/t/168909,,0.0141719,local,21.0,21.0,,170.71099999999998,0.0141719,3918182297,stable,dilbert,2020-02-02T10:22:06,0.0.5
0.9890000000000001,,14399.9,7,autogluon,openml.org/t/168909,,0.024031599999999997,local,21.0,21.0,,236.822,0.024031599999999997,3918182298,stable,dilbert,2020-02-02T14:36:51,0.0.5
0.993,,14400.4,8,autogluon,openml.org/t/168909,,0.0190482,local,21.0,21.0,,176.63299999999998,0.0190482,3918182299,stable,dilbert,2020-02-02T18:49:37,0.0.5
0.998,,14400.9,9,autogluon,openml.org/t/168909,,0.0101686,local,21.0,21.0,,176.61,0.0101686,3918182300,stable,dilbert,2020-02-02T23:02:23,0.0.5
0.7293689999999999,,13588.7,0,autogluon,openml.org/t/168910,,0.6490229999999999,local,22.0,22.0,,305.61400000000003,0.6490229999999999,708752043,stable,fabert,2020-02-01T09:00:05,0.0.5
0.7560680000000001,,13755.4,1,autogluon,openml.org/t/168910,,0.661592,local,22.0,22.0,,408.097,0.661592,708752044,stable,fabert,2020-02-01T13:15:29,0.0.5
0.753641,,12656.4,2,autogluon,openml.org/t/168910,,0.6559699999999999,local,22.0,22.0,,270.83799999999997,0.6559699999999999,708752045,stable,fabert,2020-02-01T17:05:17,0.0.5
