acc,auc,duration,fold,framework,id,info,logloss,mode,models,models_ensemble,params,predict_duration,result,seed,tag,task,utc,version
,,222.2,6,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,2315097394,stable,Albert,2020-02-03T09:26:45,0.0.5
,,222.8,7,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,2315097395,stable,Albert,2020-02-03T09:30:27,0.0.5
,,222.6,8,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,2315097396,stable,Albert,2020-02-03T09:34:10,0.0.5
,,223.2,9,autogluon_nobag,openml.org/t/189356,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,2315097397,stable,Albert,2020-02-03T09:37:53,0.0.5
0.9465969999999999,0.8748799999999999,193.1,0,autogluon_nobag,openml.org/t/34539,,,local,11.0,11.0,,0.466466,0.8748799999999999,298460316,stable,Amazon_employee_access,2020-02-03T08:31:46,0.0.5
,,1.2,1,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,298460317,stable,Amazon_employee_access,2020-02-03T08:31:47,0.0.5
,,1.2,2,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,298460318,stable,Amazon_employee_access,2020-02-03T08:31:48,0.0.5
,,1.2,3,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,298460319,stable,Amazon_employee_access,2020-02-03T08:31:50,0.0.5
,,1.2,4,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,298460320,stable,Amazon_employee_access,2020-02-03T08:31:51,0.0.5
,,1.2,5,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,298460321,stable,Amazon_employee_access,2020-02-03T08:31:52,0.0.5
,,1.1,6,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,298460322,stable,Amazon_employee_access,2020-02-03T08:31:53,0.0.5
,,1.2,7,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,298460323,stable,Amazon_employee_access,2020-02-03T08:31:55,0.0.5
,,1.2,8,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,298460324,stable,Amazon_employee_access,2020-02-03T08:31:56,0.0.5
,,1.2,9,autogluon_nobag,openml.org/t/34539,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,298460325,stable,Amazon_employee_access,2020-02-03T08:31:57,0.0.5
0.995132,0.994826,289.5,0,autogluon_nobag,openml.org/t/168868,,,local,11.0,11.0,,0.867325,0.994826,1143199626,stable,APSFailure,2020-02-03T08:34:06,0.0.5
,,8.2,1,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1143199627,stable,APSFailure,2020-02-03T08:34:14,0.0.5
,,8.2,2,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1143199628,stable,APSFailure,2020-02-03T08:34:22,0.0.5
,,8.2,3,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1143199629,stable,APSFailure,2020-02-03T08:34:30,0.0.5
,,8.2,4,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1143199630,stable,APSFailure,2020-02-03T08:34:38,0.0.5
,,8.0,5,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1143199631,stable,APSFailure,2020-02-03T08:34:46,0.0.5
,,8.0,6,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1143199632,stable,APSFailure,2020-02-03T08:34:54,0.0.5
,,8.1,7,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1143199633,stable,APSFailure,2020-02-03T08:35:02,0.0.5
,,8.1,8,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1143199634,stable,APSFailure,2020-02-03T08:35:11,0.0.5
,,8.2,9,autogluon_nobag,openml.org/t/168868,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1143199635,stable,APSFailure,2020-02-03T08:35:19,0.0.5
0.8695649999999999,0.9303899999999999,11.2,0,autogluon_nobag,openml.org/t/146818,,,local,11.0,11.0,,0.140002,0.9303899999999999,1085977885,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,1,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1085977886,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,2,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1085977887,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,3,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1085977888,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,4,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1085977889,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,5,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1085977890,stable,Australian,2020-02-03T08:27:36,0.0.5
,,0.0,6,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1085977891,stable,Australian,2020-02-03T08:27:37,0.0.5
,,0.0,7,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1085977892,stable,Australian,2020-02-03T08:27:37,0.0.5
,,0.0,8,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1085977893,stable,Australian,2020-02-03T08:27:37,0.0.5
,,0.0,9,autogluon_nobag,openml.org/t/146818,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1085977894,stable,Australian,2020-02-03T08:27:37,0.0.5
0.9093319999999999,0.93899,360.5,0,autogluon_nobag,openml.org/t/14965,,,local,11.0,11.0,,2.36899,0.93899,779391182,stable,bank-marketing,2020-02-03T08:34:48,0.0.5
,,1.9,1,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,779391183,stable,bank-marketing,2020-02-03T08:34:50,0.0.5
,,1.8,2,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,779391184,stable,bank-marketing,2020-02-03T08:34:51,0.0.5
,,1.8,3,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,779391185,stable,bank-marketing,2020-02-03T08:34:53,0.0.5
,,1.9,4,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,779391186,stable,bank-marketing,2020-02-03T08:34:55,0.0.5
,,1.8,5,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,779391187,stable,bank-marketing,2020-02-03T08:34:57,0.0.5
,,1.8,6,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,779391188,stable,bank-marketing,2020-02-03T08:34:59,0.0.5
,,1.8,7,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,779391189,stable,bank-marketing,2020-02-03T08:35:01,0.0.5
,,1.8,8,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,779391190,stable,bank-marketing,2020-02-03T08:35:03,0.0.5
,,1.8,9,autogluon_nobag,openml.org/t/14965,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,779391191,stable,bank-marketing,2020-02-03T08:35:04,0.0.5
0.773333,0.778265,12.9,0,autogluon_nobag,openml.org/t/10101,,,local,11.0,11.0,,0.126141,0.778265,1283152601,stable,blood-transfusion,2020-02-03T08:27:40,0.0.5
,,0.0,1,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1283152602,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,2,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1283152603,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,3,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1283152604,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,4,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1283152605,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,5,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1283152606,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,6,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1283152607,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,7,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1283152608,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,8,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1283152609,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
,,0.0,9,autogluon_nobag,openml.org/t/10101,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1283152610,stable,blood-transfusion,2020-02-03T08:27:41,0.0.5
1.0,,74.9,0,autogluon_nobag,openml.org/t/146821,,0.0012724,local,9.0,9.0,,0.0614271,0.0012724,192322824,stable,car,2020-02-03T08:28:50,0.0.5
,,0.1,1,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,192322825,stable,car,2020-02-03T08:28:50,0.0.5
,,0.1,2,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,192322826,stable,car,2020-02-03T08:28:50,0.0.5
,,0.1,3,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,192322827,stable,car,2020-02-03T08:28:50,0.0.5
,,0.1,4,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,192322828,stable,car,2020-02-03T08:28:51,0.0.5
,,0.1,5,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,192322829,stable,car,2020-02-03T08:28:51,0.0.5
,,0.1,6,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,192322830,stable,car,2020-02-03T08:28:51,0.0.5
,,0.1,7,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,192322831,stable,car,2020-02-03T08:28:51,0.0.5
,,0.1,8,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,192322832,stable,car,2020-02-03T08:28:51,0.0.5
,,0.1,9,autogluon_nobag,openml.org/t/146821,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,192322833,stable,car,2020-02-03T08:28:51,0.0.5
0.741697,0.835501,185.7,0,autogluon_nobag,openml.org/t/168908,,,local,11.0,11.0,,2.95388,0.835501,4204483972,stable,christine,2020-02-03T08:31:45,0.0.5
,,24.5,1,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,4204483973,stable,christine,2020-02-03T08:32:09,0.0.5
,,24.6,2,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,4204483974,stable,christine,2020-02-03T08:32:34,0.0.5
,,24.5,3,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,4204483975,stable,christine,2020-02-03T08:32:58,0.0.5
,,24.4,4,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,4204483976,stable,christine,2020-02-03T08:33:23,0.0.5
,,24.4,5,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,4204483977,stable,christine,2020-02-03T08:33:47,0.0.5
,,24.6,6,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,4204483978,stable,christine,2020-02-03T08:34:11,0.0.5
,,24.1,7,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,4204483979,stable,christine,2020-02-03T08:34:36,0.0.5
,,24.2,8,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,4204483980,stable,christine,2020-02-03T08:35:00,0.0.5
,,24.4,9,autogluon_nobag,openml.org/t/168908,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,4204483981,stable,christine,2020-02-03T08:35:24,0.0.5
0.9444440000000001,,61.8,0,autogluon_nobag,openml.org/t/9981,,0.195217,local,11.0,11.0,,1.9891400000000001,0.195217,1294512680,stable,cnae-9,2020-02-03T08:28:52,0.0.5
,,1.3,1,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,1294512681,stable,cnae-9,2020-02-03T08:28:54,0.0.5
,,1.3,2,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,1294512682,stable,cnae-9,2020-02-03T08:28:55,0.0.5
,,1.3,3,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,1294512683,stable,cnae-9,2020-02-03T08:28:56,0.0.5
,,1.3,4,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,1294512684,stable,cnae-9,2020-02-03T08:28:58,0.0.5
,,1.3,5,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,1294512685,stable,cnae-9,2020-02-03T08:28:59,0.0.5
,,1.3,6,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,1294512686,stable,cnae-9,2020-02-03T08:29:00,0.0.5
,,1.3,7,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,1294512687,stable,cnae-9,2020-02-03T08:29:02,0.0.5
,,1.3,8,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,1294512688,stable,cnae-9,2020-02-03T08:29:03,0.0.5
,,1.3,9,autogluon_nobag,openml.org/t/9981,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,1294512689,stable,cnae-9,2020-02-03T08:29:04,0.0.5
0.8676729999999999,,659.6,0,autogluon_nobag,openml.org/t/146195,,0.344595,local,11.0,11.0,,2.6518599999999997,0.344595,903458539,stable,connect-4,2020-02-03T08:40:08,0.0.5
,,5.0,1,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,903458540,stable,connect-4,2020-02-03T08:40:13,0.0.5
,,4.8,2,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,903458541,stable,connect-4,2020-02-03T08:40:18,0.0.5
,,4.9,3,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,903458542,stable,connect-4,2020-02-03T08:40:23,0.0.5
,,4.8,4,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,903458543,stable,connect-4,2020-02-03T08:40:28,0.0.5
,,4.8,5,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,903458544,stable,connect-4,2020-02-03T08:40:32,0.0.5
,,4.9,6,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,903458545,stable,connect-4,2020-02-03T08:40:37,0.0.5
,,4.8,7,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,903458546,stable,connect-4,2020-02-03T08:40:42,0.0.5
,,4.9,8,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,903458547,stable,connect-4,2020-02-03T08:40:47,0.0.5
,,4.8,9,autogluon_nobag,openml.org/t/146195,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,903458548,stable,connect-4,2020-02-03T08:40:52,0.0.5
0.9727549999999999,,14433.9,0,autogluon_nobag,openml.org/t/7593,,0.0698468,local,8.0,8.0,,9.255139999999999,0.0698468,397705765,stable,Covertype,2020-02-03T12:33:28,0.0.5
,,54.4,1,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,397705766,stable,Covertype,2020-02-03T12:34:22,0.0.5
,,54.6,2,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,397705767,stable,Covertype,2020-02-03T12:35:17,0.0.5
,,54.6,3,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,397705768,stable,Covertype,2020-02-03T12:36:12,0.0.5
,,54.7,4,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,397705769,stable,Covertype,2020-02-03T12:37:06,0.0.5
,,54.6,5,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,397705770,stable,Covertype,2020-02-03T12:38:01,0.0.5
,,54.5,6,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,397705771,stable,Covertype,2020-02-03T12:38:55,0.0.5
,,54.4,7,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,397705772,stable,Covertype,2020-02-03T12:39:50,0.0.5
,,54.2,8,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 8,,local,,,,,,397705773,stable,Covertype,2020-02-03T12:40:44,0.0.5
,,54.5,9,autogluon_nobag,openml.org/t/7593,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 9,,local,,,,,,397705774,stable,Covertype,2020-02-03T12:41:39,0.0.5
0.77,0.175714,18.7,0,autogluon_nobag,openml.org/t/31,,,local,11.0,11.0,,0.47049300000000005,0.175714,360938530,stable,credit-g,2020-02-03T08:28:03,0.0.5
,,0.1,1,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 1,,local,,,,,,360938531,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,2,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 2,,local,,,,,,360938532,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,3,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 3,,local,,,,,,360938533,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,4,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 4,,local,,,,,,360938534,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,5,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 5,,local,,,,,,360938535,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,6,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 6,,local,,,,,,360938536,stable,credit-g,2020-02-03T08:28:04,0.0.5
,,0.1,7,autogluon_nobag,openml.org/t/31,AssertionError: config.fold should only be 0 when running AutoGluon ablations! Value: 7,,local,,,,,,360938537,stable,credit-g,2020-02-03T08:28:04,0.0.5
