acc,auc,duration,fold,framework,id,info,logloss,mode,models,models_ensemble,params,predict_duration,result,seed,tag,task,utc,version
0.689493,0.759307,3679.3,6,autogluon,openml.org/t/189356,,,local,10.0,10.0,,970.574,0.759307,1345114245,stable,Albert,2020-02-01T17:50:25,0.0.5
0.69723,0.7645069999999999,3682.7,7,autogluon,openml.org/t/189356,,,local,10.0,10.0,,480.19199999999995,0.7645069999999999,1345114246,stable,Albert,2020-02-01T19:31:12,0.0.5
0.689752,0.758313,3685.9,8,autogluon,openml.org/t/189356,,,local,10.0,10.0,,969.113,0.758313,1345114247,stable,Albert,2020-02-01T21:32:10,0.0.5
0.687118,0.756522,3684.4,9,autogluon,openml.org/t/189356,,,local,10.0,10.0,,703.16,0.756522,1345114248,stable,Albert,2020-02-01T23:23:56,0.0.5
0.948734,0.881223,2562.3,0,autogluon,openml.org/t/34539,,,local,22.0,22.0,,20.9066,0.881223,3458028519,stable,Amazon_employee_access,2020-02-01T05:38:23,0.0.5
0.9545319999999999,0.859002,3317.3,1,autogluon,openml.org/t/34539,,,local,22.0,22.0,,31.0379,0.859002,3458028520,stable,Amazon_employee_access,2020-02-01T06:35:27,0.0.5
0.9508700000000001,0.867756,2539.9,2,autogluon,openml.org/t/34539,,,local,22.0,22.0,,22.9944,0.867756,3458028521,stable,Amazon_employee_access,2020-02-01T07:19:03,0.0.5
0.954226,0.869243,3266.7,3,autogluon,openml.org/t/34539,,,local,22.0,22.0,,25.1989,0.869243,3458028522,stable,Amazon_employee_access,2020-02-01T08:15:06,0.0.5
0.9554469999999999,0.866626,3352.9,4,autogluon,openml.org/t/34539,,,local,22.0,22.0,,23.9577,0.866626,3458028523,stable,Amazon_employee_access,2020-02-01T09:12:31,0.0.5
0.948428,0.866767,2516.8,5,autogluon,openml.org/t/34539,,,local,22.0,22.0,,21.7994,0.866767,3458028524,stable,Amazon_employee_access,2020-02-01T09:55:41,0.0.5
0.953616,0.874172,3325.7,6,autogluon,openml.org/t/34539,,,local,22.0,22.0,,31.336,0.874172,3458028525,stable,Amazon_employee_access,2020-02-01T10:52:49,0.0.5
0.95209,0.8488600000000001,2578.6,7,autogluon,openml.org/t/34539,,,local,22.0,22.0,,20.5477,0.8488600000000001,3458028526,stable,Amazon_employee_access,2020-02-01T11:36:59,0.0.5
0.953311,0.883443,3280.7,8,autogluon,openml.org/t/34539,,,local,22.0,22.0,,24.5314,0.883443,3458028527,stable,Amazon_employee_access,2020-02-01T12:33:08,0.0.5
0.9542120000000001,0.8836219999999999,2537.3,9,autogluon,openml.org/t/34539,,,local,22.0,22.0,,22.1597,0.8836219999999999,3458028528,stable,Amazon_employee_access,2020-02-01T13:16:38,0.0.5
0.995395,0.995641,3619.6,0,autogluon,openml.org/t/168868,,,local,22.0,22.0,,139.148,0.995641,1202331859,stable,APSFailure,2020-02-01T06:03:50,0.0.5
0.993158,0.990878,3617.7,1,autogluon,openml.org/t/168868,,,local,22.0,22.0,,183.93200000000002,0.990878,1202331860,stable,APSFailure,2020-02-01T07:15:16,0.0.5
0.9947370000000001,0.994432,3617.3,2,autogluon,openml.org/t/168868,,,local,22.0,22.0,,155.63,0.994432,1202331861,stable,APSFailure,2020-02-01T08:24:32,0.0.5
0.9960530000000001,0.9943690000000001,3617.2,3,autogluon,openml.org/t/168868,,,local,22.0,22.0,,127.94,0.9943690000000001,1202331862,stable,APSFailure,2020-02-01T09:33:21,0.0.5
0.996711,0.992674,3617.1,4,autogluon,openml.org/t/168868,,,local,22.0,22.0,,137.671,0.992674,1202331863,stable,APSFailure,2020-02-01T10:42:58,0.0.5
0.9939469999999999,0.9949520000000001,3616.2,5,autogluon,openml.org/t/168868,,,local,22.0,22.0,,123.179,0.9949520000000001,1202331864,stable,APSFailure,2020-02-01T11:52:13,0.0.5
0.9961840000000001,0.9922200000000001,3616.6,6,autogluon,openml.org/t/168868,,,local,22.0,22.0,,124.978,0.9922200000000001,1202331865,stable,APSFailure,2020-02-01T13:01:30,0.0.5
0.995,0.993032,3616.3,7,autogluon,openml.org/t/168868,,,local,22.0,22.0,,9.05895,0.993032,1202331866,stable,APSFailure,2020-02-01T14:06:53,0.0.5
0.9942110000000001,0.990975,3616.8,8,autogluon,openml.org/t/168868,,,local,22.0,22.0,,136.85299999999998,0.990975,1202331867,stable,APSFailure,2020-02-01T15:15:33,0.0.5
0.995658,0.990775,3616.6,9,autogluon,openml.org/t/168868,,,local,22.0,22.0,,9.511389999999999,0.990775,1202331868,stable,APSFailure,2020-02-01T16:21:06,0.0.5
0.8695649999999999,0.949066,812.7,0,autogluon,openml.org/t/146818,,,local,11.0,11.0,,13.9489,0.949066,2165557420,stable,Australian,2020-02-01T05:08:57,0.0.5
0.8550719999999999,0.9261459999999999,799.2,1,autogluon,openml.org/t/146818,,,local,11.0,11.0,,27.7403,0.9261459999999999,2165557421,stable,Australian,2020-02-01T05:24:48,0.0.5
0.8695649999999999,0.92275,793.1,2,autogluon,openml.org/t/146818,,,local,11.0,11.0,,13.1368,0.92275,2165557422,stable,Australian,2020-02-01T05:40:03,0.0.5
0.8550719999999999,0.952462,793.7,3,autogluon,openml.org/t/146818,,,local,11.0,11.0,,40.102,0.952462,2165557423,stable,Australian,2020-02-01T05:56:13,0.0.5
0.884058,0.949915,816.4,4,autogluon,openml.org/t/146818,,,local,11.0,11.0,,12.484000000000002,0.949915,2165557424,stable,Australian,2020-02-01T06:11:50,0.0.5
0.884058,0.977929,795.8,5,autogluon,openml.org/t/146818,,,local,11.0,11.0,,41.1531,0.977929,2165557425,stable,Australian,2020-02-01T06:28:04,0.0.5
0.8405799999999999,0.917657,800.2,6,autogluon,openml.org/t/146818,,,local,11.0,11.0,,28.6406,0.917657,2165557426,stable,Australian,2020-02-01T06:43:58,0.0.5
0.884058,0.9401709999999999,847.1,7,autogluon,openml.org/t/146818,,,local,11.0,11.0,,27.7041,0.9401709999999999,2165557427,stable,Australian,2020-02-01T07:00:37,0.0.5
0.884058,0.9717950000000001,867.5,8,autogluon,openml.org/t/146818,,,local,11.0,11.0,,28.7643,0.9717950000000001,2165557428,stable,Australian,2020-02-01T07:17:38,0.0.5
0.8405799999999999,0.9341879999999999,891.6,9,autogluon,openml.org/t/146818,,,local,11.0,11.0,,16.3193,0.9341879999999999,2165557429,stable,Australian,2020-02-01T07:34:38,0.0.5
0.910659,0.9405110000000001,3604.1,0,autogluon,openml.org/t/14965,,,local,22.0,22.0,,46.4862,0.9405110000000001,674161064,stable,bank-marketing,2020-02-01T05:57:09,0.0.5
0.9073209999999999,0.938139,3600.3,1,autogluon,openml.org/t/14965,,,local,22.0,22.0,,46.1176,0.938139,674161065,stable,bank-marketing,2020-02-01T06:59:39,0.0.5
0.917275,0.945858,3604.2,2,autogluon,openml.org/t/14965,,,local,22.0,22.0,,40.2659,0.945858,674161066,stable,bank-marketing,2020-02-01T08:02:00,0.0.5
0.9121879999999999,0.939124,3604.0,3,autogluon,openml.org/t/14965,,,local,22.0,22.0,,48.2054,0.939124,674161067,stable,bank-marketing,2020-02-01T09:04:34,0.0.5
0.9119659999999999,0.942567,3602.3,4,autogluon,openml.org/t/14965,,,local,22.0,22.0,,45.8753,0.942567,674161068,stable,bank-marketing,2020-02-01T10:06:59,0.0.5
0.9044459999999999,0.9332389999999999,3599.0,5,autogluon,openml.org/t/14965,,,local,22.0,22.0,,39.9959,0.9332389999999999,674161069,stable,bank-marketing,2020-02-01T11:09:09,0.0.5
0.905331,0.928423,3600.5,6,autogluon,openml.org/t/14965,,,local,22.0,22.0,,45.6829,0.928423,674161070,stable,bank-marketing,2020-02-01T12:11:33,0.0.5
0.9119659999999999,0.9470200000000001,3605.8,7,autogluon,openml.org/t/14965,,,local,22.0,22.0,,41.415,0.9470200000000001,674161071,stable,bank-marketing,2020-02-01T13:13:55,0.0.5
0.918602,0.9430559999999999,3604.4,8,autogluon,openml.org/t/14965,,,local,22.0,22.0,,45.8063,0.9430559999999999,674161072,stable,bank-marketing,2020-02-01T14:16:25,0.0.5
0.912851,0.946227,3607.0,9,autogluon,openml.org/t/14965,,,local,22.0,22.0,,38.3087,0.946227,674161073,stable,bank-marketing,2020-02-01T15:18:47,0.0.5
0.76,0.768519,854.4,0,autogluon,openml.org/t/10101,,,local,11.0,11.0,,0.115889,0.768519,1176525317,stable,blood-transfusion,2020-02-01T05:09:14,0.0.5
0.786667,0.862086,874.1,1,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.7513,0.862086,1176525318,stable,blood-transfusion,2020-02-01T05:26:17,0.0.5
0.72,0.676413,864.2,2,autogluon,openml.org/t/10101,,,local,11.0,11.0,,14.383,0.676413,1176525319,stable,blood-transfusion,2020-02-01T05:42:46,0.0.5
0.8,0.701267,869.9,3,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.4899,0.701267,1176525320,stable,blood-transfusion,2020-02-01T05:59:44,0.0.5
0.813333,0.808967,881.3,4,autogluon,openml.org/t/10101,,,local,11.0,11.0,,14.243,0.808967,1176525321,stable,blood-transfusion,2020-02-01T06:16:28,0.0.5
0.786667,0.700292,846.7,5,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.5289,0.700292,1176525322,stable,blood-transfusion,2020-02-01T06:33:02,0.0.5
0.786667,0.732456,854.0,6,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.4642,0.732456,1176525323,stable,blood-transfusion,2020-02-01T06:49:43,0.0.5
0.786667,0.733431,864.7,7,autogluon,openml.org/t/10101,,,local,11.0,11.0,,26.5635,0.733431,1176525324,stable,blood-transfusion,2020-02-01T07:06:35,0.0.5
0.824324,0.74871,877.6,8,autogluon,openml.org/t/10101,,,local,11.0,11.0,,12.7275,0.74871,1176525325,stable,blood-transfusion,2020-02-01T07:23:13,0.0.5
0.756757,0.713622,885.8,9,autogluon,openml.org/t/10101,,,local,11.0,11.0,,38.8618,0.713622,1176525326,stable,blood-transfusion,2020-02-01T07:40:51,0.0.5
1.0,,2603.0,0,autogluon,openml.org/t/146821,,0.000234288,local,20.0,20.0,,9.3514,0.000234288,1195486185,stable,car,2020-02-01T05:37:33,0.0.5
1.0,,2379.8,1,autogluon,openml.org/t/146821,,0.000503,local,20.0,20.0,,10.606,0.000503,1195486186,stable,car,2020-02-01T06:17:55,0.0.5
1.0,,2985.5,2,autogluon,openml.org/t/146821,,0.00264482,local,20.0,20.0,,14.8332,0.00264482,1195486187,stable,car,2020-02-01T07:08:41,0.0.5
1.0,,2269.6,3,autogluon,openml.org/t/146821,,0.000489876,local,20.0,20.0,,12.7133,0.000489876,1195486188,stable,car,2020-02-01T07:47:16,0.0.5
1.0,,2260.5,4,autogluon,openml.org/t/146821,,5.63655e-05,local,20.0,20.0,,10.9028,5.63655e-05,1195486189,stable,car,2020-02-01T08:25:39,0.0.5
1.0,,3296.2,5,autogluon,openml.org/t/146821,,0.000970335,local,20.0,20.0,,10.9182,0.000970335,1195486190,stable,car,2020-02-01T09:21:27,0.0.5
0.9942200000000001,,2314.6,6,autogluon,openml.org/t/146821,,0.00961304,local,20.0,20.0,,10.3159,0.00961304,1195486191,stable,car,2020-02-01T10:00:42,0.0.5
0.9942200000000001,,3141.9,7,autogluon,openml.org/t/146821,,0.00791099,local,20.0,20.0,,11.8084,0.00791099,1195486192,stable,car,2020-02-01T10:53:57,0.0.5
1.0,,2446.0,8,autogluon,openml.org/t/146821,,0.00688521,local,20.0,20.0,,10.594000000000001,0.00688521,1195486193,stable,car,2020-02-01T11:35:25,0.0.5
1.0,,2390.7,9,autogluon,openml.org/t/146821,,0.00274206,local,20.0,20.0,,12.2766,0.00274206,1195486194,stable,car,2020-02-01T12:16:01,0.0.5
0.750923,0.8447459999999999,3232.9,0,autogluon,openml.org/t/168908,,,local,22.0,22.0,,31.3998,0.8447459999999999,681333100,stable,christine,2020-02-01T05:51:10,0.0.5
0.761993,0.831606,3169.9,1,autogluon,openml.org/t/168908,,,local,22.0,22.0,,28.7341,0.831606,681333101,stable,christine,2020-02-01T06:47:19,0.0.5
0.743542,0.8253159999999999,3216.1,2,autogluon,openml.org/t/168908,,,local,22.0,22.0,,29.5204,0.8253159999999999,681333102,stable,christine,2020-02-01T07:44:13,0.0.5
0.741697,0.8221290000000001,3210.9,3,autogluon,openml.org/t/168908,,,local,22.0,22.0,,68.6879,0.8221290000000001,681333103,stable,christine,2020-02-01T08:42:22,0.0.5
0.7287819999999999,0.810419,3248.5,4,autogluon,openml.org/t/168908,,,local,22.0,22.0,,85.7005,0.810419,681333104,stable,christine,2020-02-01T09:41:44,0.0.5
0.763838,0.8329,3233.3,5,autogluon,openml.org/t/168908,,,local,22.0,22.0,,85.3214,0.8329,681333105,stable,christine,2020-02-01T10:40:46,0.0.5
0.7712180000000001,0.8340299999999999,3212.4,6,autogluon,openml.org/t/168908,,,local,22.0,22.0,,22.5431,0.8340299999999999,681333106,stable,christine,2020-02-01T11:37:25,0.0.5
0.736162,0.8283379999999999,3228.0,7,autogluon,openml.org/t/168908,,,local,22.0,22.0,,82.8162,0.8283379999999999,681333107,stable,christine,2020-02-01T12:36:21,0.0.5
0.744917,0.822564,3210.2,8,autogluon,openml.org/t/168908,,,local,22.0,22.0,,30.6119,0.822564,681333108,stable,christine,2020-02-01T13:33:17,0.0.5
0.709797,0.7915399999999999,3171.8,9,autogluon,openml.org/t/168908,,,local,22.0,22.0,,31.1975,0.7915399999999999,681333109,stable,christine,2020-02-01T14:29:29,0.0.5
0.9537040000000001,,3108.3,0,autogluon,openml.org/t/9981,,0.145128,local,22.0,22.0,,87.9036,0.145128,2807828259,stable,cnae-9,2020-02-01T05:50:15,0.0.5
0.8888889999999999,,3199.8,1,autogluon,openml.org/t/9981,,0.337328,local,22.0,22.0,,85.2784,0.337328,2807828260,stable,cnae-9,2020-02-01T06:48:15,0.0.5
0.9722219999999999,,3296.7,2,autogluon,openml.org/t/9981,,0.1201,local,22.0,22.0,,51.2843,0.1201,2807828261,stable,cnae-9,2020-02-01T07:46:45,0.0.5
0.935185,,2605.7,3,autogluon,openml.org/t/9981,,0.20338599999999998,local,22.0,22.0,,74.0543,0.20338599999999998,2807828262,stable,cnae-9,2020-02-01T08:34:09,0.0.5
0.9722219999999999,,3216.4,4,autogluon,openml.org/t/9981,,0.151831,local,22.0,22.0,,84.7724,0.151831,2807828263,stable,cnae-9,2020-02-01T09:32:26,0.0.5
0.9537040000000001,,3051.1,5,autogluon,openml.org/t/9981,,0.114326,local,22.0,22.0,,50.3512,0.114326,2807828264,stable,cnae-9,2020-02-01T10:26:48,0.0.5
0.935185,,3088.5,6,autogluon,openml.org/t/9981,,0.163172,local,22.0,22.0,,53.3342,0.163172,2807828265,stable,cnae-9,2020-02-01T11:21:54,0.0.5
0.9444440000000001,,3047.9,7,autogluon,openml.org/t/9981,,0.138955,local,22.0,22.0,,50.0325,0.138955,2807828266,stable,cnae-9,2020-02-01T12:16:13,0.0.5
0.9444440000000001,,2589.1,8,autogluon,openml.org/t/9981,,0.147149,local,22.0,22.0,,72.0461,0.147149,2807828267,stable,cnae-9,2020-02-01T13:03:14,0.0.5
0.9629629999999999,,3062.9,9,autogluon,openml.org/t/9981,,0.135711,local,22.0,22.0,,83.4758,0.135711,2807828268,stable,cnae-9,2020-02-01T13:58:52,0.0.5
0.8712260000000001,,3615.1,0,autogluon,openml.org/t/146195,,0.328965,local,22.0,22.0,,311.122,0.328965,1299677852,stable,connect-4,2020-02-01T06:12:26,0.0.5
0.868117,,3614.1,1,autogluon,openml.org/t/146195,,0.32532,local,21.0,21.0,,385.69,0.32532,1299677853,stable,connect-4,2020-02-01T07:32:08,0.0.5
0.8759620000000001,,3613.2,2,autogluon,openml.org/t/146195,,0.311754,local,22.0,22.0,,344.168,0.311754,1299677854,stable,connect-4,2020-02-01T08:50:23,0.0.5
0.868265,,3613.3,3,autogluon,openml.org/t/146195,,0.331863,local,22.0,22.0,,310.95599999999996,0.331863,1299677855,stable,connect-4,2020-02-01T10:08:28,0.0.5
0.869893,,3613.8,4,autogluon,openml.org/t/146195,,0.323377,local,22.0,22.0,,325.04900000000004,0.323377,1299677856,stable,connect-4,2020-02-01T11:26:25,0.0.5
0.865453,,3613.7,5,autogluon,openml.org/t/146195,,0.333214,local,22.0,22.0,,309.056,0.333214,1299677857,stable,connect-4,2020-02-01T12:44:25,0.0.5
0.8641209999999999,,3612.4,6,autogluon,openml.org/t/146195,,0.328263,local,21.0,21.0,,367.66900000000004,0.328263,1299677858,stable,connect-4,2020-02-01T14:04:04,0.0.5
0.871207,,3613.5,7,autogluon,openml.org/t/146195,,0.322656,local,22.0,22.0,,339.60699999999997,0.322656,1299677859,stable,connect-4,2020-02-01T15:22:47,0.0.5
0.8713549999999999,,3613.2,8,autogluon,openml.org/t/146195,,0.328071,local,22.0,22.0,,365.032,0.328071,1299677860,stable,connect-4,2020-02-01T16:42:22,0.0.5
0.8663209999999999,,3612.8,9,autogluon,openml.org/t/146195,,0.33111599999999997,local,21.0,21.0,,291.395,0.33111599999999997,1299677861,stable,connect-4,2020-02-01T18:00:09,0.0.5
0.976576,,3845.3,0,autogluon,openml.org/t/7593,,0.05809299999999999,local,12.0,12.0,,625.962,0.05809299999999999,2994372678,stable,Covertype,2020-02-01T06:33:41,0.0.5
0.9766959999999999,,3815.1,1,autogluon,openml.org/t/7593,,0.057038,local,11.0,11.0,,414.42800000000005,0.057038,2994372679,stable,Covertype,2020-02-01T08:00:40,0.0.5
0.9763,,3819.0,2,autogluon,openml.org/t/7593,,0.0578224,local,11.0,11.0,,409.23800000000006,0.0578224,2994372680,stable,Covertype,2020-02-01T09:27:38,0.0.5
0.9777629999999999,,3842.7,3,autogluon,openml.org/t/7593,,0.0584115,local,12.0,12.0,,572.705,0.0584115,2994372681,stable,Covertype,2020-02-01T11:03:25,0.0.5
0.977057,,3842.8,4,autogluon,openml.org/t/7593,,0.058305899999999994,local,12.0,12.0,,593.198,0.058305899999999994,2994372682,stable,Covertype,2020-02-01T12:40:31,0.0.5
0.9771780000000001,,3821.5,5,autogluon,openml.org/t/7593,,0.055958400000000005,local,11.0,11.0,,384.77099999999996,0.055958400000000005,2994372683,stable,Covertype,2020-02-01T14:06:06,0.0.5
0.976988,,3819.8,6,autogluon,openml.org/t/7593,,0.05722180000000001,local,11.0,11.0,,398.69599999999997,0.05722180000000001,2994372684,stable,Covertype,2020-02-01T15:33:06,0.0.5
0.976799,,3819.8,7,autogluon,openml.org/t/7593,,0.0570567,local,11.0,11.0,,402.98,0.0570567,2994372685,stable,Covertype,2020-02-01T16:59:53,0.0.5
0.97735,,3843.9,8,autogluon,openml.org/t/7593,,0.0556124,local,12.0,12.0,,400.405,0.0556124,2994372686,stable,Covertype,2020-02-01T18:26:45,0.0.5
0.9769540000000001,,3725.8,9,autogluon,openml.org/t/7593,,0.0557715,local,12.0,12.0,,398.274,0.0557715,2994372687,stable,Covertype,2020-02-01T19:51:36,0.0.5
0.79,0.15476199999999998,3510.7,0,autogluon,openml.org/t/31,,,local,22.0,22.0,,27.4754,0.15476199999999998,3947212443,stable,credit-g,2020-02-01T05:56:27,0.0.5
0.73,0.285238,3467.1,1,autogluon,openml.org/t/31,,,local,22.0,22.0,,109.726,0.285238,3947212444,stable,credit-g,2020-02-01T07:01:05,0.0.5
0.74,0.26714299999999996,3516.8,2,autogluon,openml.org/t/31,,,local,22.0,22.0,,105.221,0.26714299999999996,3947212445,stable,credit-g,2020-02-01T08:06:33,0.0.5
0.79,0.208571,3476.4,3,autogluon,openml.org/t/31,,,local,22.0,22.0,,104.56,0.208571,3947212446,stable,credit-g,2020-02-01T09:11:18,0.0.5
0.73,0.217619,3534.7,4,autogluon,openml.org/t/31,,,local,22.0,22.0,,97.5243,0.217619,3947212447,stable,credit-g,2020-02-01T10:16:48,0.0.5
0.76,0.170952,3542.2,5,autogluon,openml.org/t/31,,,local,22.0,22.0,,105.009,0.170952,3947212448,stable,credit-g,2020-02-01T11:22:41,0.0.5
0.73,0.19523800000000002,3515.5,6,autogluon,openml.org/t/31,,,local,22.0,22.0,,105.197,0.19523800000000002,3947212449,stable,credit-g,2020-02-01T12:28:08,0.0.5
0.82,0.15523800000000001,3484.4,7,autogluon,openml.org/t/31,,,local,22.0,22.0,,29.7658,0.15523800000000001,3947212450,stable,credit-g,2020-02-01T13:30:26,0.0.5
0.78,0.24,3534.7,8,autogluon,openml.org/t/31,,,local,22.0,22.0,,97.8882,0.24,3947212451,stable,credit-g,2020-02-01T14:35:51,0.0.5
0.75,0.235238,3490.0,9,autogluon,openml.org/t/31,,,local,22.0,22.0,,17.551,0.235238,3947212452,stable,credit-g,2020-02-01T15:37:50,0.0.5
0.992,,3604.1,0,autogluon,openml.org/t/168909,,0.027500999999999998,local,17.0,17.0,,161.02700000000002,0.027500999999999998,223464561,stable,dilbert,2020-02-01T06:06:22,0.0.5
0.9940000000000001,,3603.1,1,autogluon,openml.org/t/168909,,0.0207643,local,17.0,17.0,,160.269,0.0207643,223464562,stable,dilbert,2020-02-01T07:18:13,0.0.5
0.99,,3603.0,2,autogluon,openml.org/t/168909,,0.031118700000000003,local,17.0,17.0,,156.906,0.031118700000000003,223464563,stable,dilbert,2020-02-01T08:29:58,0.0.5
0.993,,3601.6,3,autogluon,openml.org/t/168909,,0.0186995,local,17.0,17.0,,156.985,0.0186995,223464564,stable,dilbert,2020-02-01T09:41:44,0.0.5
0.993,,3602.4,4,autogluon,openml.org/t/168909,,0.021412,local,17.0,17.0,,225.88400000000001,0.021412,223464565,stable,dilbert,2020-02-01T10:55:47,0.0.5
0.996,,3602.8,5,autogluon,openml.org/t/168909,,0.015726,local,17.0,17.0,,156.636,0.015726,223464566,stable,dilbert,2020-02-01T12:07:29,0.0.5
0.9940000000000001,,3602.0,6,autogluon,openml.org/t/168909,,0.0153236,local,17.0,17.0,,157.32,0.0153236,223464567,stable,dilbert,2020-02-01T13:19:16,0.0.5
0.99,,3602.0,7,autogluon,openml.org/t/168909,,0.024016,local,17.0,17.0,,159.737,0.024016,223464568,stable,dilbert,2020-02-01T14:31:09,0.0.5
0.993,,3601.0,8,autogluon,openml.org/t/168909,,0.017547099999999996,local,17.0,17.0,,159.067,0.017547099999999996,223464569,stable,dilbert,2020-02-01T15:42:54,0.0.5
0.998,,3600.9,9,autogluon,openml.org/t/168909,,0.0126514,local,17.0,17.0,,157.398,0.0126514,223464570,stable,dilbert,2020-02-01T16:54:32,0.0.5
0.836084,,3365.8,0,autogluon,openml.org/t/189355,,0.9642219999999999,local,4.0,4.0,,349.42400000000004,0.9642219999999999,2381521362,stable,Dionis,2020-02-01T06:22:02,0.0.5
0.833586,,3507.3,1,autogluon,openml.org/t/189355,,0.9860770000000001,local,4.0,4.0,,343.911,0.9860770000000001,2381521363,stable,Dionis,2020-02-01T07:49:44,0.0.5
